Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],TWF,HDF,PWF,OSF,RNF
2543,1,299.6,309.2,1713,26.5,167,0,0,0,0,0
7751,2,299.5,309.2,1497,40.9,169,0,0,0,0,0
7752,2,299.4,309.1,1352,44.7,172,0,0,0,0,0
2544,1,299.5,309.2,1499,41.5,175,0,0,0,0,0
2545,1,299.5,309.3,1972,19.3,177,0,0,0,0,0
2546,1,299.5,309.3,1422,49.2,179,0,0,0,0,0
2547,1,299.5,309.3,1523,41.5,181,0,0,0,0,0
2548,1,299.5,309.4,1563,41.5,183,0,0,0,0,0
2549,1,299.4,309.3,1391,46.6,185,0,0,0,0,0
2550,1,299.3,309.1,1795,24.7,187,0,0,0,0,0
2551,1,299.3,309.1,1293,53.7,189,0,0,0,0,0
2552,1,299.2,309.1,1345,60.7,191,0,0,0,1,0
2553,1,299.2,309.0,1615,33.7,193,0,0,0,0,0
2554,1,299.2,308.9,1342,50.8,195,0,0,0,0,0
2555,1,299.1,308.8,1502,46.7,197,0,0,0,0,0
7753,2,299.0,308.7,1620,35.4,199,0,0,0,0,0
2556,1,299.0,308.7,1537,42.8,202,0,0,0,0,0
2557,1,299.0,308.7,2248,16.8,204,0,0,0,0,0
2558,1,299.0,308.7,1706,28.6,206,0,0,0,0,0
2559,1,299.0,308.7,2250,16.6,208,0,0,0,0,0
2560,1,299.0,308.7,1396,48.6,0,0,0,0,0,0
2561,1,298.9,308.6,1522,46.4,2,0,0,0,0,0
2562,1,298.9,308.6,1539,45.4,4,0,0,0,0,0
282,0,298.9,308.5,1415,54.0,6,0,0,0,0,0
2563,1,298.8,308.5,1446,37.0,11,0,0,0,0,0
7754,2,298.8,308.6,1486,41.1,13,0,0,0,0,0
2564,1,299.0,308.7,1426,38.6,16,0,0,0,0,0
2565,1,299.0,308.7,1449,38.9,18,0,0,0,0,0
2566,1,299.1,308.8,1320,67.5,20,0,0,1,0,0
7755,2,299.2,308.9,1447,39.6,22,0,0,0,0,0
2567,1,299.3,309.0,1422,47.3,25,0,0,0,0,0
2568,1,299.3,309.1,1399,52.1,27,0,0,0,0,0
2569,1,299.4,309.2,1427,41.5,29,0,0,0,0,0
7756,2,299.3,309.2,1334,46.3,31,0,0,0,0,0
7757,2,299.3,309.1,1385,45.6,34,0,0,0,0,0
2570,1,299.4,309.2,1552,37.4,37,0,0,0,0,0
283,0,299.4,309.3,1534,37.5,39,0,0,0,0,0
2571,1,299.4,309.3,1448,48.6,44,0,0,0,0,0
2572,1,299.5,309.3,1409,44.7,46,0,0,0,0,0
2573,1,299.4,309.2,1621,34.5,48,0,0,0,0,0
284,0,299.4,309.1,1547,40.9,50,0,0,0,0,0
2574,1,299.4,309.1,1957,22.1,55,0,0,0,0,0
2575,1,299.4,309.1,2421,14.2,57,0,0,0,0,0
7758,2,299.3,309.1,1571,38.3,59,0,0,0,0,0
2576,1,299.3,309.1,1634,36.8,62,0,0,0,0,0
2577,1,299.3,309.0,1516,38.7,64,0,0,0,0,0
2578,1,299.4,309.1,1207,66.5,66,0,0,0,0,0
2579,1,299.4,309.1,1670,35.9,68,0,0,0,0,0
7759,2,299.4,309.1,1461,48.6,70,0,0,0,0,0
2580,1,299.4,309.2,1569,40.8,73,0,0,0,0,0
2581,1,299.4,309.2,1556,35.7,75,0,0,0,0,0
7760,2,299.5,309.3,1506,41.5,77,0,0,0,0,0
7761,2,299.6,309.4,1642,30.3,80,0,0,0,0,0
7762,2,299.6,309.4,1283,62.1,83,0,0,0,0,0
285,0,299.7,309.5,1375,46.8,86,0,0,0,0,0
2582,1,299.7,309.4,1399,39.9,91,0,0,0,0,0
2583,1,299.7,309.4,1650,29.8,93,0,0,0,0,0
7763,2,299.8,309.6,1346,53.2,95,0,0,0,0,0
286,0,299.9,309.6,1410,51.2,98,0,0,0,0,0
2584,1,300.0,309.7,1586,37.8,103,0,0,0,0,0
2585,1,300.0,309.8,1372,39.6,105,0,0,0,0,0
287,0,300.0,309.7,1529,42.4,107,0,0,0,0,0
7764,2,300.0,309.7,1652,28.6,112,0,0,0,0,0
2586,1,300.1,309.8,1532,39.8,115,0,0,0,0,0
2587,1,300.0,309.7,1554,32.0,117,0,0,0,0,0
288,0,299.9,309.6,1462,51.0,119,0,0,0,0,0
2588,1,299.9,309.6,1254,61.3,124,0,0,0,0,0
2589,1,299.9,309.6,1294,49.7,126,0,0,0,0,0
2590,1,299.8,309.5,1739,27.5,128,0,0,0,0,0
7765,2,299.8,309.4,1412,47.8,130,0,0,0,0,0
7766,2,299.9,309.5,1372,56.2,133,0,0,0,0,0
289,0,299.8,309.5,1420,46.7,136,0,0,0,0,0
2591,1,299.8,309.5,1542,40.3,141,0,0,0,0,0
7767,2,299.8,309.4,1401,48.1,143,0,0,0,0,0
2592,1,299.8,309.4,1510,42.5,146,0,0,0,0,0
290,0,299.9,309.5,1547,38.5,148,0,0,0,0,0
7768,2,299.8,309.5,1453,43.2,153,0,0,0,0,0
2593,1,299.8,309.4,1408,45.6,156,0,0,0,0,0
2594,1,299.8,309.4,1436,51.6,158,0,0,0,0,0
7769,2,299.9,309.5,1582,38.2,160,0,0,0,0,0
2595,1,299.9,309.6,1280,59.3,163,0,0,0,0,0
2596,1,299.9,309.5,2008,20.4,165,0,0,0,0,0
2597,1,299.9,309.5,1772,23.5,167,0,0,0,0,0
2598,1,299.9,309.5,1779,26.1,169,0,0,0,0,0
2599,1,299.9,309.5,1567,35.5,171,0,0,0,0,0
7770,2,299.8,309.4,1751,27.0,173,0,0,0,0,0
2600,1,299.9,309.5,1349,51.3,176,0,0,0,0,0
7771,2,300.0,309.5,1425,40.8,178,0,0,0,0,0
2601,1,300.0,309.4,1395,44.5,181,0,0,0,0,0
291,0,299.8,309.3,1595,32.1,183,0,0,0,0,0
2602,1,299.8,309.3,1291,56.4,188,0,0,0,0,0
7772,2,299.9,309.4,1509,42.8,190,0,0,0,0,0
7773,2,299.9,309.4,1483,38.1,193,0,0,0,0,0
2603,1,299.9,309.3,1620,31.1,196,0,0,0,0,0
7774,2,299.9,309.4,1487,42.2,198,0,0,0,0,0
2604,1,299.8,309.4,2256,15.9,201,0,0,0,0,0
292,0,299.7,309.2,1691,27.7,203,0,0,0,0,0
7775,2,299.8,309.3,1663,35.2,208,0,0,0,0,0
7776,2,299.8,309.3,1640,31.1,211,0,0,0,0,0
293,0,299.7,309.3,1494,37.8,214,0,0,0,0,0
2605,1,299.8,309.4,1467,46.2,219,0,0,0,0,0
7777,2,299.7,309.3,1399,41.9,221,1,0,0,0,0
2606,1,299.7,309.3,1445,42.6,0,0,0,0,0,0
2607,1,299.8,309.4,1480,40.9,2,0,0,0,0,0
2608,1,299.7,309.3,1546,37.2,4,0,0,0,0,0
2609,1,299.7,309.3,1574,35.8,6,0,0,0,0,0
2610,1,299.7,309.3,1592,34.2,8,0,0,0,0,0
2611,1,299.8,309.5,1495,39.6,10,0,0,0,0,0
2612,1,299.8,309.6,1447,43.1,12,0,0,0,0,0
2613,1,299.8,309.5,1476,44.4,14,0,0,0,0,0
2614,1,299.8,309.5,1641,27.1,16,0,0,0,0,0
2615,1,299.8,309.5,1545,32.2,18,0,0,0,0,0
7778,2,299.9,309.6,1364,44.4,20,0,0,0,0,0
2616,1,299.8,309.5,1590,28.5,23,0,0,0,0,0
2617,1,299.8,309.4,1460,37.4,25,0,0,0,0,0
2618,1,299.8,309.4,1609,32.5,27,0,0,0,0,0
2619,1,299.8,309.4,1633,27.5,29,0,0,0,0,0
2620,1,299.9,309.4,1348,52.8,31,0,0,0,0,0
2621,1,299.9,309.4,1322,53.9,33,0,0,0,0,0
2622,1,300.0,309.5,1641,30.1,35,0,0,0,0,0
2623,1,300.0,309.5,1728,26.0,37,0,0,0,0,0
2624,1,300.0,309.6,1431,47.7,39,0,0,0,0,0
2625,1,300.1,309.7,1641,30.4,41,0,0,0,0,0
7779,2,300.1,309.6,1622,36.1,43,0,0,0,0,0
7780,2,300.1,309.6,1625,38.0,46,0,0,0,0,0
2626,1,300.0,309.5,1869,22.7,49,0,0,0,0,0
2627,1,300.0,309.6,1452,46.0,51,0,0,0,0,0
2628,1,300.0,309.6,1618,28.7,53,0,0,0,0,0
2629,1,300.0,309.4,2010,20.0,55,0,0,0,0,0
2630,1,299.9,309.4,1363,60.9,57,0,0,0,0,0
2631,1,299.9,309.3,1473,40.4,59,0,0,0,0,0
2632,1,299.9,309.2,1333,50.8,61,0,0,0,0,0
2633,1,299.8,309.2,1760,25.9,63,0,0,0,0,0
7781,2,299.8,309.2,1372,58.2,65,0,0,0,0,0
7782,2,299.7,309.2,1608,34.4,68,0,0,0,0,0
2634,1,299.7,309.2,1326,64.8,71,0,0,0,0,0
7783,2,299.6,309.1,1560,37.1,73,0,0,0,0,0
7784,2,299.6,309.0,1539,36.1,76,0,0,0,0,0
2635,1,299.6,309.1,2266,15.3,79,0,0,0,0,0
2636,1,299.6,309.1,1641,35.8,81,0,0,0,0,0
2637,1,299.6,309.1,1574,39.2,83,0,0,0,0,0
2638,1,299.6,309.1,1407,50.6,85,0,0,0,0,0
294,0,299.7,309.2,1302,55.5,87,0,0,0,0,0
7785,2,299.6,309.2,1651,30.8,92,0,0,0,0,0
7786,2,299.6,309.1,1366,55.2,95,0,0,0,0,0
7787,2,299.5,309.0,1701,28.6,98,0,0,0,0,0
2639,1,299.5,309.0,1498,44.6,101,0,0,0,0,0
7788,2,299.5,309.1,1422,45.3,103,0,0,0,0,0
2640,1,299.5,309.1,1357,47.3,106,0,0,0,0,0
2641,1,299.5,309.2,1690,29.2,108,0,0,0,0,0
2642,1,299.6,309.2,1559,39.1,110,0,0,0,0,0
7789,2,299.6,309.3,1553,32.4,112,0,0,0,0,0
2643,1,299.6,309.3,1558,34.8,115,0,0,0,0,0
2644,1,299.7,309.4,1362,51.9,117,0,0,0,0,0
7790,2,299.8,309.3,1470,42.7,119,0,0,0,0,0
2645,1,299.8,309.4,1555,34.8,122,0,0,0,0,0
7791,2,299.8,309.4,1423,42.9,124,0,0,0,0,0
2646,1,299.7,309.3,1434,38.5,127,0,0,0,0,0
2647,1,299.7,309.3,1779,25.5,129,0,0,0,0,0
2648,1,299.7,309.3,1417,54.6,131,0,0,0,0,0
2649,1,299.6,309.2,1425,45.9,133,0,0,0,0,0
7792,2,299.7,309.2,1597,32.9,135,0,0,0,0,0
2650,1,299.7,309.2,1346,57.4,138,0,0,0,0,0
2651,1,299.7,309.2,1422,40.4,140,0,0,0,0,0
295,0,299.7,309.2,1572,32.8,142,0,0,0,0,0
2652,1,299.7,309.2,1412,45.4,147,0,0,0,0,0
7793,2,299.7,309.1,1576,36.4,149,0,0,0,0,0
7794,2,299.7,309.1,1508,41.2,152,0,0,0,0,0
7795,2,299.8,309.1,1496,44.4,155,0,0,0,0,0
2653,1,299.8,309.2,1572,35.4,158,0,0,0,0,0
2654,1,299.6,309.0,1525,42.8,160,0,0,0,0,0
2655,1,299.6,309.0,1378,51.9,162,0,0,0,0,0
2656,1,299.6,309.1,1369,51.4,164,0,0,0,0,0
2657,1,299.6,309.1,1476,45.3,166,0,0,0,0,0
2658,1,299.7,309.2,1620,30.0,168,0,0,0,0,0
7796,2,299.7,309.1,1603,38.5,170,0,0,0,0,0
2659,1,299.7,309.2,1411,46.1,173,0,0,0,0,0
2660,1,299.7,309.2,1616,31.6,175,0,0,0,0,0
2661,1,299.7,309.2,1631,35.1,177,0,0,0,0,0
7797,2,299.7,309.2,1685,28.9,179,0,0,0,0,0
296,0,299.7,309.2,1456,40.6,182,0,0,0,0,0
2662,1,299.7,309.1,1417,50.1,187,0,0,0,0,0
7798,2,299.7,309.1,1851,24.7,189,0,0,0,0,0
2663,1,299.7,309.1,1715,27.8,192,0,0,0,0,0
297,0,299.6,309.1,1630,32.3,194,0,0,0,0,0
2664,1,299.7,309.2,1478,38.8,199,0,0,0,0,0
2665,1,299.7,309.2,1781,29.6,201,0,0,0,0,0
2666,1,299.8,309.2,1439,36.1,203,0,0,0,0,0
7799,2,299.7,309.2,1412,45.3,205,0,0,0,0,0
2667,1,299.7,309.1,1483,41.1,208,0,0,0,0,0
2668,1,299.8,309.2,1400,42.6,210,0,0,0,0,0
2669,1,299.8,309.3,1299,65.1,212,0,0,0,1,0
2670,1,299.8,309.2,1479,44.4,214,0,0,0,0,0
2671,1,299.8,309.2,1491,47.5,216,0,0,0,0,0
7800,2,299.9,309.3,1389,52.8,0,0,0,0,0,0
7801,2,299.9,309.4,1399,54.8,3,0,0,0,0,0
7802,2,299.9,309.4,1889,26.0,6,0,0,0,0,0
2672,1,300.0,309.5,1925,21.9,9,0,0,0,0,0
2673,1,300.0,309.5,1675,30.2,11,0,0,0,0,0
7803,2,300.0,309.6,1477,38.1,13,0,0,0,0,0
2674,1,300.0,309.6,1364,45.9,16,0,0,0,0,0
2675,1,299.9,309.5,1451,39.4,18,0,0,0,0,0
2676,1,299.9,309.4,1467,41.2,20,0,0,0,0,0
2677,1,299.9,309.4,1858,22.5,22,0,0,0,0,0
2678,1,300.1,309.4,1559,39.7,24,0,0,0,0,0
2679,1,300.1,309.4,1560,47.7,26,0,0,0,0,0
2680,1,300.1,309.4,1453,47.6,28,0,0,0,0,0
2681,1,300.1,309.4,1464,41.7,30,0,0,0,0,0
2682,1,300.0,309.4,1308,50.2,32,0,0,0,0,0
2683,1,300.1,309.5,1353,50.9,34,0,0,0,0,0
7804,2,300.2,309.6,1556,35.8,36,0,0,0,0,0
2684,1,300.2,309.5,2183,17.8,39,0,0,0,0,0
7805,2,300.2,309.6,1491,41.8,41,0,0,0,0,0
7806,2,300.2,309.6,1528,35.1,44,0,0,0,0,0
2685,1,300.2,309.6,1430,52.7,47,0,0,0,0,0
2686,1,300.2,309.5,1495,32.6,49,0,0,0,0,0
7807,2,300.2,309.5,1630,28.3,51,0,0,0,0,0
7808,2,300.3,309.6,1524,38.4,54,0,0,0,0,0
2687,1,300.3,309.6,1326,52.4,57,0,0,0,0,0
298,0,300.3,309.5,1438,44.0,59,0,0,0,0,0
2688,1,300.4,309.6,1356,45.9,64,0,0,0,0,0
299,0,300.4,309.6,1416,43.3,66,0,0,0,0,0
2689,1,300.4,309.7,1584,32.6,71,0,0,0,0,0
2690,1,300.3,309.6,1597,31.8,73,0,0,0,0,0
2691,1,300.4,309.6,1553,43.9,75,0,0,0,0,0
7809,2,300.3,309.5,1405,49.4,77,0,0,0,0,0
2692,1,300.2,309.5,1539,35.3,80,0,0,0,0,0
7810,2,300.3,309.6,1398,53.7,82,0,0,0,0,0
2693,1,300.3,309.6,1568,39.6,85,0,0,0,0,0
2694,1,300.3,309.6,1404,44.6,87,0,0,0,0,0
7811,2,300.2,309.5,1500,45.7,89,0,0,0,0,0
7812,2,300.2,309.5,1642,28.8,92,0,0,0,0,0
7813,2,300.3,309.6,1509,46.6,95,0,0,0,0,0
2695,1,300.2,309.5,1343,50.2,98,0,0,0,0,0
2696,1,300.1,309.5,1450,40.1,100,0,0,0,0,0
2697,1,300.0,309.4,1460,43.5,102,0,0,0,0,0
2698,1,300.0,309.3,1364,41.2,104,0,0,0,0,0
7814,2,299.9,309.3,1452,41.9,106,0,0,0,0,0
2699,1,299.9,309.3,1471,41.8,109,0,0,0,0,0
2700,1,299.9,309.2,1598,34.6,111,0,0,0,0,0
2701,1,299.8,309.1,1772,24.8,113,0,0,0,0,0
2702,1,299.9,309.2,1761,25.6,115,0,0,0,0,0
7815,2,300.0,309.3,1413,40.7,117,0,0,0,0,0
2703,1,300.0,309.3,1887,22.6,120,0,0,0,0,0
2704,1,300.0,309.3,1395,56.5,122,0,0,0,0,0
7816,2,300.1,309.4,1569,31.6,124,0,0,0,0,0
2705,1,300.1,309.4,1434,47.3,127,0,0,0,0,0
2706,1,300.2,309.5,1417,41.1,129,0,0,0,0,0
2707,1,300.2,309.5,1729,28.4,131,0,0,0,0,0
2708,1,300.2,309.5,1356,51.1,133,0,0,0,0,0
2709,1,300.2,309.5,1436,48.8,135,0,0,0,0,0
7817,2,300.3,309.6,1419,42.5,137,0,0,0,0,0
2710,1,300.3,309.6,1593,38.1,140,0,0,0,0,0
7818,2,300.3,309.5,1320,62.2,142,0,0,0,0,0
7819,2,300.3,309.5,1448,42.4,145,0,0,0,0,0
2711,1,300.3,309.4,1470,33.5,148,0,0,0,0,0
7820,2,300.3,309.4,1612,33.1,150,0,0,0,0,0
2712,1,300.4,309.4,1412,51.6,153,0,0,0,0,0
7821,2,300.4,309.4,1875,23.9,155,0,0,0,0,0
2713,1,300.3,309.3,1612,36.0,158,0,0,0,0,0
7822,2,300.4,309.3,1411,41.6,160,0,0,0,0,0
7823,2,300.3,309.2,1490,47.9,163,0,0,0,0,0
7824,2,300.4,309.3,1467,40.3,166,0,0,0,0,0
2714,1,300.3,309.2,1807,26.4,169,0,0,0,0,0
2715,1,300.3,309.1,1368,46.0,171,0,0,0,0,0
2716,1,300.3,309.2,1572,32.0,173,0,0,0,0,0
7825,2,300.3,309.1,1458,44.3,175,0,0,0,0,0
2717,1,300.3,309.1,1699,30.3,178,0,0,0,0,0
2718,1,300.3,309.3,1478,39.5,180,0,0,0,0,0
7826,2,300.4,309.4,1362,42.1,182,0,0,0,0,0
300,0,300.4,309.4,1487,38.9,185,0,0,0,0,0
2719,1,300.3,309.4,1705,29.4,190,0,0,0,0,0
2720,1,300.3,309.3,1345,53.5,192,0,0,0,0,0
2721,1,300.3,309.2,1532,40.2,194,0,0,0,0,0
2722,1,300.3,309.2,1650,35.2,196,0,0,0,0,0
2723,1,300.3,309.2,1398,54.4,198,0,0,0,0,0
2724,1,300.3,309.2,1412,44.8,200,0,0,0,0,0
2725,1,300.4,309.3,1525,39.6,202,0,0,0,0,0
7827,2,300.3,309.3,1391,57.9,204,0,0,0,0,0
2726,1,300.4,309.3,1766,28.2,207,0,0,0,0,0
2727,1,300.4,309.3,1671,35.0,209,0,0,0,0,0
2728,1,300.5,309.3,1373,48.8,211,0,0,0,0,0
7828,2,300.5,309.4,1347,50.1,213,0,0,0,0,0
7829,2,300.5,309.3,1539,39.1,216,0,0,0,0,0
2729,1,300.5,309.3,1470,40.8,219,0,0,0,0,0
2730,1,300.5,309.3,1528,37.0,221,0,0,0,0,0
301,0,300.5,309.3,1471,45.2,223,0,0,0,0,0
7830,2,300.4,309.2,1528,37.2,228,0,0,0,0,0
2731,1,300.5,309.3,1417,51.5,231,0,0,0,1,0
2732,1,300.6,309.4,1549,43.4,233,0,0,0,0,0
302,0,300.6,309.4,1463,49.2,235,0,0,0,0,0
2733,1,300.7,309.5,1479,43.6,240,0,0,0,0,0
2734,1,300.6,309.5,1867,23.0,242,0,0,0,0,0
2735,1,300.6,309.4,1471,44.1,244,0,0,0,0,0
303,0,300.6,309.4,1380,47.6,246,1,0,0,0,0
304,0,300.7,309.7,1623,32.7,0,0,0,0,0,0
2736,1,300.8,309.7,1997,20.7,5,0,0,0,0,0
305,0,300.7,309.6,1390,48.5,7,0,0,0,0,0
2737,1,300.8,309.7,1418,46.6,12,0,0,0,0,0
2738,1,300.8,309.7,1519,35.8,14,0,0,0,0,0
7831,2,300.8,309.7,1519,39.7,16,0,0,0,0,0
7832,2,300.7,309.6,1536,37.2,19,0,0,0,0,0
2739,1,300.8,309.6,1680,28.7,22,0,0,0,0,0
306,0,300.6,309.4,1555,37.9,24,0,0,0,0,0
2740,1,300.6,309.5,1471,49.6,29,0,0,0,0,0
7833,2,300.5,309.4,1877,23.8,31,0,0,0,0,0
7834,2,300.5,309.3,1578,30.5,34,0,0,0,0,0
7835,2,300.5,309.4,1655,32.1,37,0,0,0,0,0
307,0,300.5,309.4,1502,34.3,40,0,0,0,0,0
7836,2,300.6,309.4,1367,63.2,45,0,0,1,0,0
2741,1,300.7,309.5,1541,37.2,48,0,0,0,0,0
7837,2,300.6,309.6,1588,37.0,50,0,0,0,0,0
2742,1,300.6,309.6,1684,32.8,53,0,0,0,0,0
2743,1,300.6,309.5,1437,40.0,55,0,0,0,0,0
2744,1,300.6,309.6,1409,42.4,57,0,0,0,0,0
7838,2,300.5,309.5,1320,49.9,59,0,0,0,0,0
308,0,300.5,309.5,1635,34.2,62,0,0,0,0,0
7839,2,300.5,309.5,1691,27.6,67,0,0,0,0,0
7840,2,300.6,309.6,1365,50.0,70,0,0,0,0,0
7841,2,300.7,309.7,1523,38.2,73,0,0,0,0,0
2745,1,300.6,309.7,1593,32.4,76,0,0,0,0,0
2746,1,300.6,309.6,1682,30.7,78,0,0,0,0,0
2747,1,300.7,309.6,1329,54.3,80,0,0,0,0,0
7842,2,300.7,309.6,1568,35.2,82,0,0,0,0,0
2748,1,300.7,309.6,1733,24.8,85,0,0,0,0,0
7843,2,300.7,309.6,1473,48.1,87,0,0,0,0,0
7844,2,300.7,309.5,1633,31.3,90,0,0,0,0,0
7845,2,300.6,309.5,1530,40.2,93,0,0,0,0,0
7846,2,300.6,309.5,1550,40.2,96,0,0,0,0,0
2749,1,300.6,309.4,1410,40.6,99,0,0,0,0,0
2750,1,300.5,309.3,1574,33.5,101,0,0,0,0,0
2751,1,300.6,309.4,1425,40.3,103,0,0,0,0,0
7847,2,300.6,309.4,1541,35.2,105,0,0,0,0,0
7848,2,300.7,309.5,1733,26.7,108,0,0,0,0,0
2752,1,300.6,309.4,2496,13.5,111,0,0,0,0,0
2753,1,300.6,309.4,1552,36.4,113,0,0,0,0,0
2754,1,300.6,309.3,1409,38.7,115,0,0,0,0,0
7849,2,300.6,309.4,1581,35.7,117,0,0,0,0,0
2755,1,300.7,309.5,1251,59.9,120,0,0,0,0,0
2756,1,300.7,309.6,1500,44.1,122,0,0,0,0,0
2757,1,300.6,309.5,1576,38.8,124,0,0,0,0,0
7850,2,300.7,309.5,1352,44.0,126,0,0,0,0,0
2758,1,300.7,309.6,1661,30.3,129,0,0,0,0,0
2759,1,300.7,309.6,1541,34.6,131,0,0,0,0,0
309,0,300.6,309.6,1888,20.5,133,0,0,0,0,0
2760,1,300.5,309.5,1255,62.1,138,0,0,0,0,0
2761,1,300.6,309.6,1411,41.6,140,0,0,0,0,0
2762,1,300.6,309.5,1516,39.0,142,0,0,0,0,0
7851,2,300.6,309.5,1492,34.0,144,0,0,0,0,0
2763,1,300.6,309.6,1726,30.0,147,0,0,0,0,0
2764,1,300.7,309.7,1598,33.7,149,0,0,0,0,0
2765,1,300.8,309.8,1657,31.1,151,0,0,0,0,0
2766,1,300.8,309.7,1481,38.1,153,0,0,0,0,0
7852,2,300.7,309.7,1397,51.3,155,0,0,0,0,0
2767,1,300.8,309.7,1461,44.3,158,0,0,0,0,0
7853,2,300.7,309.6,1388,51.1,160,0,0,0,0,0
2768,1,300.7,309.7,1507,52.4,163,0,0,0,0,0
7854,2,300.7,309.6,1421,49.8,165,0,0,0,0,0
7855,2,300.8,309.7,1258,54.9,168,0,0,0,0,0
7856,2,300.8,309.7,1482,39.0,171,0,0,0,0,0
310,0,300.7,309.6,1403,51.3,174,0,0,0,0,0
2769,1,300.8,309.7,1373,45.4,179,0,0,0,0,0
2770,1,300.9,309.7,1460,42.1,181,0,0,0,0,0
7857,2,300.8,309.7,1751,27.9,183,0,0,0,0,0
7858,2,300.8,309.6,1546,42.3,186,0,0,0,0,0
7859,2,300.8,309.7,1680,28.2,189,0,0,0,0,0
7860,2,300.9,309.7,1394,48.8,192,0,0,0,0,0
2771,1,300.7,309.6,1810,26.0,195,0,0,0,0,0
2772,1,300.7,309.5,1479,34.5,197,0,0,0,0,0
2773,1,300.9,309.7,1431,41.4,199,0,0,0,0,0
2774,1,300.9,309.7,2355,14.4,201,0,0,0,0,0
7861,2,300.7,309.6,1996,19.8,203,1,0,0,0,0
2775,1,300.7,309.5,1461,49.9,0,0,0,0,0,0
311,0,300.7,309.5,2007,19.7,2,0,0,0,0,0
2776,1,300.7,309.6,1505,34.9,7,0,0,0,0,0
312,0,300.7,309.6,1925,20.5,9,0,0,0,0,0
7862,2,300.7,309.5,1622,30.5,14,0,0,0,0,0
2777,1,300.7,309.5,1592,29.0,17,0,0,0,0,0
2778,1,300.7,309.5,1850,24.5,19,0,0,0,0,0
7863,2,300.7,309.5,1470,48.7,21,0,0,0,0,0
7864,2,300.7,309.5,1445,46.4,24,0,0,0,0,0
2779,1,300.7,309.5,1685,31.1,27,0,0,0,0,0
313,0,300.7,309.5,1667,30.5,29,0,0,0,0,0
2780,1,300.7,309.5,1578,35.4,34,0,0,0,0,0
314,0,300.6,309.4,1691,28.0,36,0,0,0,0,0
7865,2,300.7,309.5,1439,43.8,41,0,0,0,0,0
7866,2,300.8,309.6,1404,38.7,44,0,0,0,0,0
2781,1,300.8,309.6,1498,45.8,47,0,0,0,0,0
7867,2,300.8,309.5,1481,44.5,49,0,0,0,0,0
7868,2,300.7,309.4,1589,35.0,52,0,0,0,0,0
2782,1,300.7,309.5,1467,44.3,55,0,0,0,0,0
2783,1,300.6,309.4,1654,32.8,57,0,0,0,0,0
2784,1,300.7,309.5,1508,39.9,59,0,0,0,0,0
7869,2,300.7,309.6,1439,43.0,61,0,0,0,0,0
2785,1,300.7,309.5,1692,30.3,64,0,0,0,0,0
7870,2,300.7,309.5,1838,24.9,66,0,0,0,0,0
2786,1,300.6,309.3,1601,40.2,69,0,0,0,0,0
2787,1,300.6,309.4,1369,51.6,71,0,0,0,0,0
7871,2,300.6,309.4,1312,45.2,73,0,0,0,0,0
2788,1,300.6,309.4,1468,44.1,76,0,0,0,0,0
7872,2,300.6,309.4,1452,39.4,78,0,0,0,0,0
7873,2,300.7,309.5,1393,43.9,81,0,0,0,0,0
7874,2,300.6,309.4,1432,44.2,84,0,0,0,0,0
7875,2,300.6,309.3,1510,46.0,87,0,0,0,0,0
7876,2,300.6,309.4,1521,37.2,90,0,0,0,0,0
315,0,300.5,309.4,1360,46.2,93,0,0,0,0,0
7877,2,300.5,309.3,1881,25.5,98,0,0,0,0,0
2789,1,300.4,309.3,1413,50.3,101,0,0,0,0,0
316,0,300.5,309.4,1642,36.2,103,0,0,0,0,0
2790,1,300.5,309.5,1542,38.5,108,0,0,0,0,0
2791,1,300.4,309.5,1447,39.3,110,0,0,0,0,0
317,0,300.4,309.4,1530,40.4,112,0,0,0,0,0
2792,1,300.5,309.5,1795,27.7,117,0,0,0,0,0
2793,1,300.6,309.6,1290,57.4,119,0,0,0,0,0
2794,1,300.6,309.7,1639,30.4,121,0,0,0,0,0
2795,1,300.7,309.8,1596,31.5,123,0,0,0,0,0
2796,1,300.6,309.8,1455,48.0,125,0,0,0,0,0
7878,2,300.6,309.8,1659,28.9,127,0,0,0,0,0
7879,2,300.6,309.8,1532,42.5,130,0,0,0,0,0
2797,1,300.6,309.8,1502,42.4,133,0,0,0,0,0
2798,1,300.6,309.8,1688,28.6,135,0,0,0,0,0
7880,2,300.5,309.7,1341,50.9,137,0,0,0,0,0
7881,2,300.5,309.7,1685,29.4,140,0,0,0,0,0
7882,2,300.5,309.8,1370,55.9,143,0,0,0,0,0
2799,1,300.5,309.8,1461,52.5,146,0,0,0,0,0
2800,1,300.5,309.8,1550,37.4,148,0,0,0,0,0
7883,2,300.5,309.8,1508,37.8,150,0,0,0,0,0
2801,1,300.5,309.8,1345,62.7,153,0,0,0,0,0
2802,1,300.5,309.7,1616,34.5,155,0,0,0,0,0
2803,1,300.5,309.7,1395,61.0,157,0,0,0,0,0
318,0,300.5,309.8,1324,72.8,159,0,0,1,0,0
2804,1,300.5,309.8,1445,43.9,164,0,0,0,0,0
7884,2,300.5,309.8,1555,38.9,166,0,0,0,0,0
7885,2,300.6,309.9,1449,42.4,169,0,0,0,0,0
7886,2,300.5,309.9,1466,53.2,172,0,0,0,0,0
2805,1,300.5,309.9,1503,37.4,175,0,0,0,0,0
